3868 321 481
1 3 0 18 292 3
1 3 0 18 291 3
1 3 0 18 291 3
1 3 0 18 290 3
1 3 0 18 290 3
1 3 0 18 289 3
1 3 0 18 289 3
1 3 0 18 288 3
1 3 0 18 288 3
1 3 0 18 287 3
1 3 0 18 287 3
1 3 0 18 286 3
1 3 0 18 286 3
1 3 0 18 285 3
1 3 0 18 285 3
1 3 0 18 284 3
1 3 0 18 284 3
1 3 0 18 283 3
1 3 0 18 283 3
1 3 0 18 282 3
1 3 0 18 282 3
1 3 0 18 281 3
1 3 0 18 281 3
1 3 0 18 280 3
1 3 0 18 280 3
1 3 0 18 279 3
1 3 0 18 279 3
1 3 0 18 278 3
1 3 0 18 278 3
1 3 0 18 277 3
1 3 0 18 277 3
1 3 0 18 276 3
1 3 0 18 276 3
1 3 0 18 275 3
1 3 0 18 275 3
1 3 0 18 274 3
1 3 0 18 274 3
1 3 0 18 273 3
1 3 0 18 273 3
1 3 0 18 272 3
1 3 0 18 272 3
1 3 0 18 271 3
1 3 0 18 271 3
1 3 0 18 270 3
1 3 0 18 270 3
1 3 0 18 269 3
1 3 0 18 269 3
1 3 0 18 268 3
1 3 0 18 268 3
1 3 0 18 267 3
1 3 0 18 267 3
1 3 0 18 266 3
1 3 0 18 266 3
1 3 0 18 265 3
1 3 0 18 265 3
1 3 0 18 264 3
1 3 0 18 264 3
1 3 0 18 263 3
1 3 0 18 263 3
1 3 0 18 262 3
1 3 0 18 262 3
1 3 0 18 261 3
1 3 0 18 261 3
1 3 0 18 260 3
1 3 0 18 260 3
1 3 0 18 259 3
1 3 0 18 259 3
1 3 0 18 258 3
1 3 0 18 258 3
1 3 0 18 257 3
1 3 0 18 257 3
1 3 0 18 256 3
1 3 0 18 256 3
1 3 0 18 255 3
1 3 0 18 255 3
1 3 0 18 254 3
1 3 0 18 254 3
1 3 0 18 253 3
1 3 0 18 253 3
1 3 0 18 252 3
1 3 0 18 252 3
1 3 0 18 251 3
1 3 0 18 251 3
1 3 0 18 250 3
1 3 0 18 250 3
1 3 0 18 249 3
1 3 0 18 249 3
1 3 0 18 248 3
1 3 0 18 248 3
1 3 0 18 247 3
1 3 0 18 247 3
1 3 0 18 246 3
1 3 0 18 246 3
1 3 0 18 245 3
1 3 0 18 245 3
1 3 0 18 244 3
1 3 0 18 244 3
1 3 0 18 243 3
1 3 0 18 243 3
1 3 0 18 242 3
1 3 0 18 242 3
1 3 0 18 241 3
1 3 0 18 241 3
1 3 0 18 240 3
1 3 0 18 240 3
1 3 0 18 239 3
1 3 0 18 239 3
1 3 0 18 238 3
1 3 0 18 238 3
1 3 0 18 237 3
1 3 0 18 237 3
1 3 0 18 236 3
1 3 0 18 236 3
1 3 0 18 235 3
1 3 0 18 235 3
1 3 0 18 234 3
1 3 0 18 234 3
1 3 0 18 233 3
1 3 0 18 233 3
1 3 0 18 232 3
1 3 0 18 232 3
1 3 0 18 231 3
1 3 0 18 231 3
1 3 0 18 230 3
1 3 0 18 230 3
1 3 0 18 229 3
1 3 0 18 229 3
1 3 0 18 228 3
1 3 0 18 228 3
1 3 0 18 227 3
1 3 0 18 227 3
1 3 0 18 226 3
1 3 0 18 226 3
1 3 0 18 225 3
1 3 0 18 225 3
1 3 0 18 224 3
1 3 0 18 224 3
1 3 0 18 223 3
1 3 0 18 223 3
1 3 0 18 222 3
1 3 0 18 222 3
1 3 0 18 221 3
1 3 0 18 221 3
1 3 0 18 220 3
1 3 0 18 220 3
1 3 0 18 219 3
1 3 0 18 219 3
1 3 0 18 218 3
1 3 0 18 218 3
1 3 0 18 217 3
1 3 0 18 217 3
1 3 0 18 216 3
1 3 0 18 216 3
1 3 0 18 215 3
1 3 0 18 215 3
1 3 0 18 214 3
1 3 0 18 214 3
1 3 0 18 213 3
1 3 0 18 213 3
1 3 0 18 212 3
1 3 0 18 212 3
1 3 0 18 211 3
1 3 0 18 211 3
1 3 0 18 210 3
1 3 0 18 210 3
1 3 0 18 209 3
1 3 0 18 209 3
1 3 0 18 208 3
1 3 0 18 208 3
1 3 0 18 207 3
1 3 0 18 207 3
1 3 0 18 206 3
1 3 0 18 206 3
1 3 0 18 205 3
1 3 0 18 205 3
1 3 0 18 204 3
1 3 0 18 204 3
1 3 0 18 203 3
1 3 0 18 203 3
1 3 0 18 202 3
1 3 0 18 202 3
1 3 0 18 201 3
1 3 0 18 201 3
1 3 0 18 200 3
1 3 0 18 200 3
1 3 0 18 199 3
1 3 0 18 199 3
1 3 0 18 198 3
1 3 0 18 198 3
1 3 0 18 197 3
1 3 0 18 197 3
1 3 0 18 196 3
1 3 0 18 196 3
1 3 0 18 195 3
1 3 0 18 195 3
1 3 0 18 194 3
1 3 0 18 194 3
1 3 0 18 193 3
1 3 0 18 193 3
1 3 0 18 192 3
1 3 0 18 192 3
1 3 0 18 191 3
1 3 0 18 191 3
1 3 0 17 190 3
1 3 0 17 190 3
1 3 0 17 189 3
1 3 0 17 189 3
1 3 0 17 188 3
1 3 0 17 188 3
1 3 0 17 187 3
1 3 0 17 187 3
1 3 0 17 186 3
1 3 0 17 186 3
1 3 0 17 185 3
1 3 0 17 185 3
1 3 0 17 184 3
1 3 0 17 184 3
1 3 0 17 183 3
1 3 0 17 183 3
1 3 0 17 182 3
1 3 0 17 182 3
1 3 0 17 181 3
1 3 0 17 181 3
1 3 0 17 180 3
1 3 0 17 180 3
1 3 0 16 179 3
1 3 0 16 179 3
1 3 0 16 178 3
1 3 0 16 178 3
1 3 0 16 177 3
1 3 0 16 177 3
1 3 0 16 176 3
1 3 0 16 176 3
1 3 0 16 175 3
1 3 0 16 175 3
1 3 0 16 174 3
1 3 0 16 174 3
1 3 0 16 173 3
1 3 0 16 173 3
1 3 0 16 172 3
1 3 0 16 172 3
1 3 0 16 171 3
1 3 0 16 171 3
1 3 0 16 170 3
1 3 0 16 170 3
1 3 0 16 169 3
1 3 0 16 169 3
1 3 0 16 168 3
1 3 0 16 168 3
1 3 0 16 167 3
1 3 0 16 167 3
1 3 0 17 167 3
1 3 0 17 167 3
1 3 0 17 166 3
1 3 0 17 166 3
1 3 0 17 165 3
1 3 0 17 165 3
1 3 0 17 164 3
1 3 0 17 164 3
1 3 0 17 163 3
1 3 0 17 163 3
1 3 0 17 162 3
1 3 0 17 162 3
1 3 0 17 161 3
1 3 0 17 161 3
1 3 0 17 160 3
1 3 0 17 160 3
1 3 0 17 159 3
1 3 0 17 159 3
1 3 0 17 158 3
